SourceFile,GPSLongitude,GPSLatitude
DSC_1567.JPG,140.547728799925,41.9446429833861
DSC_1568.JPG,140.547146833297,41.9441654999778
DSC_1569.JPG,140.546864650106,41.9445171000056
DSC_1570.JPG,140.546855933389,41.9445321333806
DSC_1571.JPG,140.546849400022,41.9445434166556
DSC_1572.JPG,140.546009383317,41.9454982000111
DSC_1573.JPG,140.545848233292,41.9455672999972
DSC_1574.JPG,140.545838366681,41.9455681500139
DSC_1575.JPG,140.544882466642,41.9442820833333
DSC_1576.JPG,140.544743100111,41.9439373666861
DSC_1577.JPG,140.544745,41.9439378332972
DSC_1578.JPG,140.544719983369,41.9439670166806
DSC_1579.JPG,140.544718316736,41.9439803334028
DSC_1580.JPG,140.544718050067,41.9439800666528
DSC_1581.JPG,140.544717600047,41.9439797833556
DSC_1582.JPG,140.544717316656,41.9439796166556
DSC_1583.JPG,140.544701700031,41.9439215666667
DSC_1584.JPG,140.544701700031,41.9439215666667
DSC_1585.JPG,140.544701600081,41.9439215332861
DSC_1586.JPG,140.544764783289,41.9435195833333
DSC_1587.JPG,140.544764566664,41.9435199
DSC_1588.JPG,140.544764566664,41.9435199
DSC_1589.JPG,140.544764566664,41.9435199
DSC_1590.JPG,140.544752900008,41.9434936499806
DSC_1591.JPG,140.544756,41.9434986165722
DSC_1592.JPG,140.544753133339,41.9434887667139
DSC_1593.JPG,140.544750083344,41.9434795000194
DSC_1594.JPG,140.544757,41.9435261333333
DSC_1595.JPG,140.544756766642,41.9435252
DSC_1596.JPG,140.544754216708,41.9435173833222
DSC_1597.JPG,140.544753983294,41.9435166666667
DSC_1598.JPG,140.544748233331,41.9435040334194
DSC_1599.JPG,140.5447464,41.9435000666944
DSC_1600.JPG,140.544318983339,41.9433881333333
DSC_1601.JPG,140.544321800003,41.9433834833139
DSC_1602.JPG,140.544323016681,41.9433814833583
DSC_1603.JPG,140.54432645,41.9433876000556
DSC_1604.JPG,140.544329683247,41.9434088333611
DSC_1605.JPG,140.544297033353,41.9433768
DSC_1606.JPG,140.544290200017,41.9433713833056
DSC_1607.JPG,140.544289233358,41.9433706166861
DSC_1608.JPG,140.544289033331,41.9433704833417
DSC_1609.JPG,140.544288866636,41.9433703833028
DSC_1610.JPG,140.544288800064,41.9433703333333
DSC_1611.JPG,140.544242683392,41.9433786666667
DSC_1612.JPG,140.544243583311,41.9433793500139
DSC_1613.JPG,140.544251516642,41.9433855499917
DSC_1614.JPG,140.544255033303,41.9433882999611
DSC_1615.JPG,140.544259516639,41.9433851833417
DSC_1616.JPG,140.544263833258,41.9433690666667
DSC_1617.JPG,140.544265283356,41.9433636833278
DSC_1618.JPG,140.544265883303,41.9433619000972
DSC_1619.JPG,140.544267433339,41.9433618333722
DSC_1620.JPG,140.544269083408,41.94336113335
DSC_1621.JPG,140.545053416661,41.9451305666528
DSC_1622.JPG,140.545055133258,41.9451337000139
DSC_1623.JPG,140.545056833306,41.94513683345
